datetime,headline,summary,url,source
2025-04-08 13:00:14,Eli Lilly and Company (LLY) is Attracting Investor Attention: Here is What You Should Know,"Recently, Zacks.com users have been paying close attention to Lilly (LLY). This makes it worthwhile to examine what the stock has in store.",https://finnhub.io/api/news?id=c4d6af9ced47a11b099c788170ef8f8a566784225b95410602626a445f41fb42,Yahoo
2025-04-08 07:36:39,"Humana, UnitedHealth, Other Insurers Jump On Medicare Advantage Payment Hike","Humana, UnitedHealth, Other Insurers Jump On Medicare Advantage Payment Hike",https://finnhub.io/api/news?id=3124e91e0bd1ae6fe94b276e7b9333c120cb0a9c18dec6d2fd691153dbffe212,DowJones
2025-04-07 20:24:00,"These Stocks Moved the Most Today: Apple, Tesla, GM, Nvidia, Super Micro, MicroStrategy, U.S. Steel, Alibaba, and More","Shares of Apple and Tesla tumble as both get their price targets cut by a longtime Wall Street bull, General Motors is downgraded, and MicroStrategy follows Bitcoin lower.",https://finnhub.io/api/news?id=a9b1ab951a2c8431e738e730c9eb728c7e37c45dc98df8f8ba69e268ee53708b,Yahoo
2025-04-07 19:18:12,Trump’s Tariff Threat Sparks Race to Find US Drug Manufacturers,"(Bloomberg) -- Drug manufacturers are rushing to reshape their supply chains amid President Donald Trump’s escalating tariff threats, leading to a potential windfall for contractors that make medications in the US.Most Read from BloombergHousing Agency Aims to Relocate Its DC HeadquartersThis Skinny Mexico City Tower Is Just 14 Feet Wide on One SideThe Irish Hot Press Is the Low-Tech Laundry Trick the World NeedsBoston Mayor Wu Embraces Trump Resistance as Campaign Heats UpTrump Order on CDFI Fu",https://finnhub.io/api/news?id=60e42533dd8176ff464ab8fd19b8da3ca2ad5369ceb37f68b03bb48318e2d57f,Yahoo
2025-04-07 17:43:00,Eli Lilly Stock Is Falling. It Isn’t Just About Tariffs.,The Trump administration did away with a Biden-era proposal to allow Medicare to start paying for weight loss drugs such as Eli Lilly’s Zepbound.,https://finnhub.io/api/news?id=68c3aab1b16adb4c2c400fedc93196f8b0c8a03daa7a8c114ace349f194fad39,Yahoo
2025-04-07 17:17:00,How Markets Solved the GLP-1 Shortage,How Markets Solved the GLP-1 Shortage,https://finnhub.io/api/news?id=6d5b891a48078a3a423d01a08d65af670717779b761a281021e44788c36c63e4,DowJones
2025-04-07 15:29:52,Novo preparing for early launch of weight-loss drug Wegovy in India,"Danish drugmaker Novo Nordisk is looking at an early launch of its blockbuster weight-loss drug Wegovy in India to better compete with rival Eli Lilly in the populous nation, two sources familiar with the plans told Reuters.  Novo, which had earlier planned for a 2026 launch of the drug, is now looking to begin selling Wegovy in India ""this year, probably in the next few months,"" sources told Reuters on condition of anonymity as they were not authorized to talk to the media.",https://finnhub.io/api/news?id=b9037910fe474b06fdeef672bb0c6d8d8d34637bfd0be0e6a87d17ad2a860874,Yahoo
2025-04-07 13:14:00,NVO & LLY Shares Down on Exclusion of Obesity Drugs From Medicare,"CMS keeps out LLY and NVO's obesity drugs from Medicare coverage. Medicare, at present, does not cover obesity drugs if they are solely prescribed for weight loss.",https://finnhub.io/api/news?id=1ab5d0b1eb383901fd32646ebc59f57731260538db7099efe5442a4696fe9c10,Yahoo
2025-04-07 12:58:00,"These Stocks Are Moving the Most Today: Apple, Tesla, GM, JPMorgan, Nvidia, MicroStrategy, Alibaba, Lilly, and More","Shares of Apple and Tesla tumble as both get their price targets cut by a longtime Wall Street bull, while bank stocks such as JPMorgan Chase fall on fears of a global recession.",https://finnhub.io/api/news?id=40476202a94a7d91bf9fd9dd8b66736f451b531769515ff7b4fc9947a87a5da9,Yahoo
2025-04-07 12:37:00,Big Pharma Stocks Dive Amid Trade War Jitters & Inflation Woes,"Shares of pharma giants like PFE, J&J, AZN, MRK and ABBV decline on investor concerns that retaliatory tariffs could drive up drug prices for U.S. consumers.",https://finnhub.io/api/news?id=cbecc3924b2c8557ce93a1fc8eeeb9d241d9b78ca1f7b2dad7572c7496db12fe,Yahoo
2025-04-07 11:13:30,Obesity drugs won’t be covered by Medicare under 2026 CMS policy,"This decision is a blow for Eli Lilly and Novo Nordisk, who had both previously endorsed the proposed expansion.",https://finnhub.io/api/news?id=57aef34cf228931da27914a31eb4094317cc4b8283795a78ca01d29006f22607,Yahoo
2025-04-07 09:55:00,Trump rejects Biden administration plan to let Medicare cover obesity drugs,"The decision is a setback for GLP-1 drugmakers, though it's not entirely surprising given the Trump administration’s focus on curbing government spending.",https://finnhub.io/api/news?id=90bffb9bdf01f9a96b061c9c3ffe4a60dc35d04d604188c33bcccd5f0a7632c0,Yahoo
2025-04-07 08:00:00,"US vs. EU: When it comes to novel Alzheimer’s drugs, regulators can’t seem to agree",The FDA is much more flexible in approving first-in-class drugs compared to European regulators.,https://finnhub.io/api/news?id=190d0bbb9c7bdc053cb664eefdcf3bc706abbf031e324864335ba3c1c6c1e18f,Yahoo
2025-04-07 01:00:00,This Type of Cholesterol Is a Risk Factor for Heart Disease. Emerging Drugs from Lilly and Amgen Could Treat It.,This Type of Cholesterol Is a Risk Factor for Heart Disease. Emerging Drugs from Lilly and Amgen Could Treat It.,https://finnhub.io/api/news?id=b7ec6c2898e4bf25509b977dd64e9db96e238b62935cf4565e146289f9f5ef27,MarketWatch
2025-04-06 20:51:11,Is Eli Lilly and Company (LLY) the Best Beginner Stock?,"We recently published a list of Starter Stock Portfolio 12 Safe Stocks to Buy. In this article, we are going to take a look at where Eli Lilly and Company (NYSE:LLY) stands against other best beginner stocks. The US stock market has experienced a turbulent first quarter of 2025, marked by increased volatility and negative […]",https://finnhub.io/api/news?id=bf01c4e8b02c7b242c84792f06d41b1c1edce0b0fb70aed2cbf58a9fa58aff39,Yahoo
2025-04-06 12:00:00,2 Top Growth Stocks to Buy and Hold for the Next 20 Years,Let's consider two great examples: Eli Lilly (NYSE: LLY) and Veeva Systems (NYSE: VEEV).  Here's what investors need to know about these market leaders that could deliver outsized returns in the next two decades.  Eli Lilly is grabbing headlines thanks to medicines like Mounjaro for diabetes and Zepbound for weight management.,https://finnhub.io/api/news?id=7ecc4c687aa304316a11301c9af8867658be2e11c5395b71e4027e2e3821fb57,Yahoo
2025-04-06 10:44:00,3 Dividend Stocks to Buy and Hold for the Next Decade,"What should investors do when stocks are tanking over the short term?  Three Motley Fool contributors think they've found great dividend stocks to own for the long term that pay you to wait for better days.  Here's why they picked AbbVie (NYSE: ABBV), Amgen (NASDAQ: AMGN), and Eli Lilly (NYSE: LLY).",https://finnhub.io/api/news?id=270f124883da0590a10adac527c11e2602c44684abe3ad8ccc97c2f6119c14e3,Yahoo
2025-04-05 17:52:25,Eli Lilly (NYSE:LLY) Announces Positive Phase 2 Results For siRNA Therapy Amid 6% Quarterly Price Dip,"Eli Lilly (NYSE:LLY) has recently announced several developments, including positive Phase 2 results for their siRNA therapy lepodisiran and the expansion of their digital healthcare platform, LillyDirect, to support Alzheimer's patients. Despite these advancements, Eli Lilly's stock fell 6% in the last quarter. This movement came amid a broader market downturn, with substantial declines in major indices such as the Dow and S&P 500 due to escalating tariff issues and growing economic...",https://finnhub.io/api/news?id=c8479bf9c3a1933e5c616fe59295cecf162073d332ee577ad2225c60cfcf1125,Yahoo
2025-04-05 00:00:08,"Eli Lilly, Novo Stocks Dive After Medicare Excludes Weight-Loss Drugs","The Trump administration finalized new Medicare and Medicaid policies late Friday, but left out weight-loss drugs. Eli Lilly stock skidded.",https://finnhub.io/api/news?id=a8e05d1505d4168bc47fd687a1473adbc17034f70c85e85717600cba00a5b63d,Yahoo
2025-04-04 21:54:48,"Jim Cramer on Eli Lilly (LLY) – “Own Eli Lilly, Going to a Trillion Dollars!”","We recently published a list of Jim Cramer’s Take on These 10 Stocks. In this article, we are going to take a look at where Eli Lilly and Company (NYSE:LLY) stands against other stocks that Jim Cramer discusses. On Wednesday, Jim Cramer, the host of Mad Money, shared his concerns about President Donald Trump’s approach […]",https://finnhub.io/api/news?id=531256d09d141ae02490f6e77b23dbef2f2e1848545fdd915fe73a65bb5826a0,Yahoo
2025-04-04 21:17:17,Trump admin. to reportedly drop Medicare GLP-1 plan,"The Trump administration has decided not to back a Biden administration plan that would have allowed Medicare to pay for obesity drugs, according to a report from Bloomberg. Shares of both Eli Lilly (LLY) and Novo Nordisk (NVO) traded lower on the news. Learn more in the video above. To watch more expert insights and analysis on the latest market action, check out more Asking for a Trend here.",https://finnhub.io/api/news?id=9c52700a95c70e33f32c2546f3ac01e7412649ed46d28660718d0e8dd3ceeeb2,Yahoo
2025-04-04 18:23:00,"Stocks to Watch: Eli Lilly, Novo Nordisk, Hims & Hers, Maxeon Solar Technologies","Stocks to Watch: Eli Lilly, Novo Nordisk, Hims & Hers, Maxeon Solar Technologies",https://finnhub.io/api/news?id=5d5ed445c3482d6fed7fd8578939ca92ab711fd29e299f034aad7478a01d1aa9,MarketWatch
2025-04-04 16:41:00,"Edesa Biotech Appoints Weiler as CFO, Succeeding Lemieux","Edesa Biotech Appoints Weiler as CFO, Succeeding Lemieux",https://finnhub.io/api/news?id=efee9600112a908848fdf21c5ad3eca3f8482e5942f033516b280bb15e6755ed,MarketWatch
2025-04-04 16:31:00,Eli Lilly & Co. stock underperforms Friday when compared to competitors,Eli Lilly & Co. stock underperforms Friday when compared to competitors,https://finnhub.io/api/news?id=9a1cc642c0c952b257a50dc1801e4c4b476a39211f41ed5cb1113c17b2270057,MarketWatch
2025-04-04 14:57:37,Sangamo Therapeutics: Scope Goes Beyond That Of Recent Eli Lilly Licensing Deal,"Sangamo Therapeutics, Inc.'s $18M Eli Lilly deal boosts CNS genomic medicines. Fabry gene therapy data in 2025 is key for investors. Click for my SGMO stock update.",https://finnhub.io/api/news?id=6f98aa3397cc409f6c1bf3034d53536a90ac0b780c700cf099537c7b7d92efa8,SeekingAlpha
2025-04-04 13:40:57,Jim Cramer Says You Should ‘Stay Long’ Eli Lilly (LLY) Because of These Reasons,"We recently published a list of Jim Cramer Was Talking About These 10 Stocks Amid Trump’s Trade Wars. In this article, we are going to take a look at where Eli Lilly (NYSE:LLY) stands against other stocks that Jim Cramer was talking about amid Trump’s trade wars. Jim Cramer in a latest program on CNBC […]",https://finnhub.io/api/news?id=694cbf613140637d3f9465f784904f25178a8d72dfd7ea431dd4675aac2aa0fe,Yahoo
2025-04-04 13:01:12,"1 Ideal Buy From 23 ""Safer"" April Dividend Dogs In 50 Fortune World's Most Admired Companies (FWMAC)",Discover top investment opportunities: Fortune 50 highlights admired companies with strong dividends. Read the full list of stock picks here on Seeking Alpha.,https://finnhub.io/api/news?id=32d998c2fae31ad28c34ec6e39c3013ff821c16b7608d3c185838636ef8c20c7,SeekingAlpha
2025-04-03 23:28:20,Top 50 High-Quality Dividend Growth Stocks For April 2025,8 high-quality dividend stocks with top return potential for 2025. Click here for a detailed analysis.,https://finnhub.io/api/news?id=7e164db62b82712493c6c3ac3658c57e9cc854ca8b7bd166867e1c6f8ba49c6d,SeekingAlpha
2025-04-03 23:22:00,Voya Corporate Leaders Trust Fund B Q4 2024 Commentary,"For the quarter, Voya Corporates Leaders Trust Fund Series B underperformed its benchmark, S&P 500 Index on a net asset value basis, primarily due to selection effects.",https://finnhub.io/api/news?id=748f3481ec49c2de282915ec9d756a88810d29de334c3771b85e2474e5315fc5,SeekingAlpha
2025-04-03 16:45:00,Shares of Sangamo Therapeutics Rally on Licensing Deal With Eli Lilly,Shares of Sangamo Therapeutics Rally on Licensing Deal With Eli Lilly,https://finnhub.io/api/news?id=15e650d6627ab1afef50fab6f0596ba8355833094c355939abb6aa20508f4199,MarketWatch
2025-04-03 16:31:00,Eli Lilly & Co. stock underperforms Thursday when compared to competitors,Eli Lilly & Co. stock underperforms Thursday when compared to competitors,https://finnhub.io/api/news?id=f3bf30a5e0c4d7051d6abb443519b95c6ca51ba578fb023c13170f28bd4598b0,MarketWatch
2025-04-03 16:30:00,Sangamo Therapeutics Enters Capsid License Agreement With Lilly,Sangamo Therapeutics Enters Capsid License Agreement With Lilly,https://finnhub.io/api/news?id=b732458dfff5c876602d24fa781ae555a89c644edf7cc718097dbd2e6354a846,MarketWatch
2025-04-03 14:48:00,BIIB's Experimental Alzheimer's Drug Gets FDA Fast Track Tag,The FDA's fast track designation will facilitate rapid development and expedited review of Biogen's Alzheimer's disease candidate.,https://finnhub.io/api/news?id=45f13dc2652f61e0ea1627320908e91a237ee432e708856e48db630703054bfe,Yahoo
2025-04-03 13:51:14,Eli Lilly Vs. Hims & Hers In DTC Weight Loss Market? - There Is Only One Winner,,https://finnhub.io/api/news?id=7567bd4a26b1ef7720adc6e39994b0bfb5a0d22993435f8442f501f4c0176b4d,SeekingAlpha
2025-04-03 13:00:09,How to Boost Your Portfolio with Top Medical Stocks Set to Beat Earnings,Finding stocks expected to beat quarterly earnings estimates becomes an easier task with our Zacks Earnings ESP.,https://finnhub.io/api/news?id=c402b362cc0772d387e0f0d179d153c70f25c81ed2a2858a113bb6a50deabdcf,Yahoo
2025-04-03 07:58:14,Knownwell Connects with LillyDirect to Increase Access to Independent Comprehensive Metabolic Care Options for Patients Across the U.S.,"BOSTON - knownwell, an in-person and virtual, weight-inclusive primary care and metabolic health company, today announced it will be listed as the latest care provider option on Eli Lilly and...",https://finnhub.io/api/news?id=041388654298f02dfcf7e32ca9d6fdb9a1c0fda19d3e016d80e24d7db3c1f304,Finnhub
2025-04-02 22:03:35,Big Pharma Avoids Worst-Case Tariff Scenario,"Drugmakers breathed a sigh of relief Wednesday after President Trump didn’t announce pharmaceutical tariffs.  Plus, language in the executive order indicated medicines were exempted from the reciprocal tariffs that Trump did announce.  Drugmakers were combing over the executive order to clarify the exemption language in the executive order and to make sure they won’t be hit by any other tariff provisions, such as the 10% “baseline” tariff.",https://finnhub.io/api/news?id=e56792421f40cd13cbd5b94e4465a2bf24427e7b41aded3c7608a2d37bd75b9a,Yahoo
2025-04-02 20:32:55,Hims Claws Back After Its Lilly-Rivaling Obesity Plan Faces An Unexpected Hitch,Hims stock clawed higher Wednesday though analysts laid out low expectations for Him & Hers' branded tirzepatide.,https://finnhub.io/api/news?id=7c0562153c3a0a24c8e0163dd5e00d1acff00381e6b683704e1d001b43392927,Yahoo
2025-04-02 19:21:47,Primary care firm knownwell joins LillyDirect to offer weight-management services,"Primary care company knownwell said on Wednesday it will provide health and weight-management services on Eli Lilly's direct-to-consumer online healthcare platform, LillyDirect. Patients on LillyDirect will have access to physicians from knownwell for personalized services, knownwell said. The company offers in-person and virtual primary care, nutrition counseling and behavioral health services, covered through patients' insurance.",https://finnhub.io/api/news?id=b85daa67b6fd5a153f9e1f783c36dc23494231170ebc2a46059dc492c3567e88,Yahoo
2025-04-02 18:12:00,"Hims & Hers Zepbound Offering Won’t Bring Needed Sales Boom, Analysts Say","Investors worry patients won’t make that price leap and that Hims, which has built its business on affordable healthcare, will struggle to meet its revenue goal.",https://finnhub.io/api/news?id=dd36105d6190d2d1254e5d8f803f0ed0e88f7e1384aafb2a41f748400a0a8a3f,Yahoo
2025-04-02 15:53:55,Hims Dives After Its Lilly-Rivaling Obesity Plan Faces An Unexpected Hitch,Hims stock reversed lower Wednesday as analysts laid out low expectations for Him & Hers' branded tirzepatide.,https://finnhub.io/api/news?id=c6af30fc41669b4c2f928a17a02f2a221c6afd74fa91c6ef29716abd94d981f8,Yahoo
2025-04-02 13:43:00,"PFE, MRK, LLY & Other Drug Stocks Down Amid Tariff Jitters","Stocks of PFE, MRK, ABBV, LLY and others declined on Tuesday due to uncertainty surrounding Trump's proposed tariffs on pharma imports.",https://finnhub.io/api/news?id=611d6c8d7611d0acc68c83eed246c9f8d45eefbfc4007a723fb61da60186c604,Yahoo
2025-04-02 11:50:00,Drug Industry Offers Tepid Pushback to Kennedy’s FDA Job Cuts,Drug Industry Offers Tepid Pushback to Kennedy’s FDA Job Cuts,https://finnhub.io/api/news?id=1c51ec2a04ac175f6294f5ba97b2649a1cc9e9032ba4698ec15736e9697c440b,MarketWatch
2025-04-02 10:46:00,Why April Could Be a Huge Month for Eli Lilly Stock,"Eli Lilly (NYSE: LLY) is the most valuable healthcare company in the world, worth more than $700 billion.  Over the past 12 months, however, the stock's performance has been fairly lackluster, rising by just around 6%.  Investors are beginning to scoff at its expensive price tag, with Eli Lilly trading at more than 70 times its trailing earnings.",https://finnhub.io/api/news?id=cc10b6c3649522d05974a57af0638b28ef28fdc6c881ad8d83a33d1ae92bb95b,Yahoo
2025-04-02 09:06:00,Altria vs. Eli Lilly: What's the Better Stock for Dividend Investors?,"Tobacco giant Altria (NYSE: MO) provides a tremendously high dividend yield of 7%, which is well above the S&P 500 index average of 1.3%.  Meanwhile, pharma company Eli Lilly (NYSE: LLY) offers a much lower yield of less than 1%, but its dividend growth rate has been far more impressive.  Which stock is the better buy if your priority is to collect a lot of dividend income?",https://finnhub.io/api/news?id=295105eec3d3c23d8fd59da0964391672ce746007e4a7860bbf9e4467bd6c861,Yahoo
2025-04-02 04:11:08,Compounding Problems: Recent Decisions On Tirzepatide Highlight Interplay Between FDA Anti-Compounding Enforcement And Private Intellectual Property Rights,"Earlier this month, a federal district court denied the Outsourcing Facilities Association's preliminary injunction motion, which sought to preclude FDA from taking enforcement action against...",https://finnhub.io/api/news?id=80066120837ab3751297b83c67262e0924eed3064dd374a719b9c193dcc26690,Finnhub
2025-04-01 23:38:00,"Hims & Hers Expands Weight Loss Offering, Adds Lilly’s Zepbound to Platform","Hims & Hers Health  said it is expanding its weight-loss offerings with the addition of  Eli Lilly  & Co. Zepbound and generic liraglutide.  The telehealth-consultation platform on Tuesday said it aimed to bring its customers more treatment options to best suit their needs.  “We’ve now expanded that choice even further by adding access to generic liraglutide and branded tirzepatide through our platform,” the company said.",https://finnhub.io/api/news?id=eefdfe9c27a794d1da174d4d96141ac9b8d70b207e28c54c519d26cc598eb518,Yahoo
2025-04-01 21:38:08,Hims & Hers Stock Surges as Telehealth Platform Adds Eli Lilly Weight-Loss Drugs,Hims & Hers Health shares jumped Tuesday as the company added Eli Lilly’s weight-loss drug Zepbound and diabetes treatment Mounjaro to its telehealth platform.,https://finnhub.io/api/news?id=e6b49f1119274156eaae4fb1b2f7d471270564dafa6c2021ad0ad101b170a933,Yahoo
2025-04-01 20:59:09,Eli Lilly and Company (LLY): The Best Healthcare Stock to Buy According to Billionaires,"We recently published a list of 10 Best Healthcare Stocks to Buy According to Billionaires. In this article, we are going to take a look at where Eli Lilly and Company (NYSE:LLY) stands against other best healthcare stocks to invest in. Healthcare stocks experienced a challenging year in 2024, lagging behind high-growth sectors like tech […]",https://finnhub.io/api/news?id=c056e161078cf9ceea195a3b699ca0af7593241ff7c97f66930f8683c663b08c,Yahoo
2025-04-01 20:48:47,"Hims & Hers adds Eli Lilly GLP-1 drugs, Johnson & Johnson setback","Yahoo Finance Senior Reporter Anjalee Khemlani joins Market Domination to discuss some of the top stories of the trading day, including Johnson & Johnson's (JNJ) setback in its litigation. Additionally, Hims & Hers (HIMS) expanded its offerings, adding Eli Lilly's (LLY) GLP-1 drugs to its telehealth platform, following its earlier partnership with Novo Nordisk. To watch more expert insights and analysis on the latest market action, check out more Market Domination here.",https://finnhub.io/api/news?id=16c699b332de57394a58b8070aba6ae3a3bec745ff109be2aa73ba7125a2e757,Yahoo
2025-04-01 20:15:16,Hims Stock Jumps After Adding Eli Lilly's Obesity Drug To Its Platform,Hims stock surged Tuesday after the compounding pharmacy said it would sell Eli Lilly's branded weight-loss drug on its telehealth platform.,https://finnhub.io/api/news?id=53c3a03eff706b7ad16a906ef211df0bea2b8da20015bab4eb49fde725f274ee,Yahoo
2025-04-01 20:00:50,Sector Update: Health Care Stocks Fall Late Afternoon,"Health care stocks declined late Tuesday afternoon, with the NYSE Health Care Index dropping 2.1% an",https://finnhub.io/api/news?id=27dd22c7ea89dfbf74be7ad3b60e982777bb519a71dde1eec9895b61c00487f9,Yahoo
2025-04-01 18:31:00,Wilbur Ross Has Thoughts on Trump’s Tariffs,Wilbur Ross Has Thoughts on Trump’s Tariffs,https://finnhub.io/api/news?id=5fdd26e14780f0077d9cc7de6cc31bc07a4e4e420a17d53954514c66107582da,MarketWatch
2025-04-01 17:52:41,Hims & Hers to sell Lilly's weight-loss drug on its telehealth platform,"Telehealth firm Hims & Hers Health said on Tuesday it plans to sell Eli Lilly's weight-loss drug, as it widens its offerings to offset any impact from impending restrictions on selling copies of Novo...",https://finnhub.io/api/news?id=d44eb5db3334183245c7e4eb96ea8d232c54bf26afa8e6095b08d0af79a35916,Finnhub
2025-04-01 17:39:33,Hims & Hers to sell Lilly's Zepbound on its telehealth platform,"The telehealth firm joins its peers such as Teladoc and LifeMD to offer Lilly's Zepbound ahead of restrictions on selling copies known as compounded drugs.  The company said it will offer both branded versions of Lilly's tirzepatide - the active ingredient in weight-loss drug Zepbound and diabetes medicine Mounjaro - as well as generics of Novo Nordisk's diabetes drug, liraglutide.  Hims & Hers previously only offered cheaper versions of Novo's weight loss drug Wegovy.",https://finnhub.io/api/news?id=9d64c2169b2a055d7752334dd0bc17c3016b2b31cbf8ea718efa40099e3db951,Yahoo
2025-04-01 17:32:23,Statement: Lilly has no affiliation with hims & hers,"INDIANAPOLIS, April 1, 2025 - Eli Lilly and Company has no affiliation with hims & hers. Zepbound can be prescribed by any licensed healthcare professional. People who are commercially insured with...",https://finnhub.io/api/news?id=87d10d661a04fbd175e7d8f2773c5cf823c2dc92a78cda175a32a8cce6f06a89,Finnhub
2025-04-01 17:22:28,Trump's Pharma Tariffs Could Blow Up Global Drug Supply Chains,A 25% levy is looming--and Big Pharma's billion-dollar operations in Europe may be on the chopping block.,https://finnhub.io/api/news?id=804f6996d4f5fe1e72076dd07b90cf1be0fee89517693ac8ed0400ddbfb5c174,Yahoo
2025-04-01 17:15:00,Hims & Hers Adds Eli Lilly's Zepbound in Expansion of Weight-Loss Offerings -- 2nd Update,By Sabela Ojea Hims & Hers Health said it is expanding its weight-loss offerings with the addition of Eli Lilly & Co.'s Zepbound and generic liraglutide. The telehealth-consultation platform...,https://finnhub.io/api/news?id=d0493951bbf52856d464476bdc16341a387da4a8b12f6c2c770709e3b9fad28c,Finnhub
2025-04-01 16:31:00,Eli Lilly & Co. stock outperforms competitors despite losses on the day,Eli Lilly & Co. stock outperforms competitors despite losses on the day,https://finnhub.io/api/news?id=1b506907e11ea6c18bcd67be5dbb12b3e10a3d666143ee5495bc484b311b6cdb,MarketWatch
2025-04-01 16:00:43,Update: Eli Lilly Reportedly Sues More Drug Compounders for Copying Weight Loss Drug,(Updates with statement from Eli Lilly spokesperson in the last two paragraphs.) Eli Lilly (LLY),https://finnhub.io/api/news?id=3c901a9d215a9dc9744931b58f9426051a1d4c83f91c75bc084457ff8414facd,Yahoo
2025-04-01 15:38:06,"Eli Lilly, Roku among others added to Wells Fargo's tactical ideas list","Investing.com -- Wells Fargo has released its Q2 2025 Tactical Ideas list on Tuesday, highlighting 10 stocks across nine subsectors that analysts believe could see significant catalysts in the coming quarter.",https://finnhub.io/api/news?id=4ec367cf4224a39d8f68e6b37a3b6ec3fafd62fe775cd1dc6d908a2ebf032126,Yahoo
2025-04-01 15:13:00,Eli Lilly is coming after makers of copycat versions of Zepbound,"Eli Lilly (LLY) is taking legal action against makers of off-brand versions of its blockbuster diabetes and weight-loss drugs, Mounjaro and Zepbound.",https://finnhub.io/api/news?id=e1940083e6d5128ca8398ffba4f1ca532db0f67768bc9c8543b78516be9f30e0,Yahoo
2025-04-01 15:04:45,Eli Lilly and Ralph Lauren included in BofA's 'Top 10 US Ideas for Q2 2025' list,"Investing.com -- Bank of America released its Top 10 US Ideas for Q2 2025 note on Tuesday, highlighting stocks the firm believes have significant market and business-related catalysts in the months ahead.",https://finnhub.io/api/news?id=44d2b4dd3b2d73af2cd91cbb3d9a48eb23905cd01f619effe375ce099143cc8d,Yahoo
