datetime,headline,summary,url,source
2025-04-02 11:41:23,Berkshire Hathaway: An Undervalued Capital Allocation Powerhouse,,https://finnhub.io/api/news?id=09bad242e8faeaf1b223365f1824d6544284763369730a48420212072a040546,SeekingAlpha
2025-04-02 00:10:00,Lord Abbett Affiliated Fund Q4 2024 Commentary,"The Fund returned 0.07% reflecting performance at the net asset value of Class I shares with all distributions reinvested for the quarter ended September 30, 2024.",https://finnhub.io/api/news?id=34fcbc832900af9ec3ffc7cc0967bc2183304e0d3b2ae4b0d7f90f6adcdb2610,SeekingAlpha
2025-03-31 16:31:00,Berkshire Hathaway Inc. Cl B stock outperforms competitors on strong trading day,Berkshire Hathaway Inc. Cl B stock outperforms competitors on strong trading day,https://finnhub.io/api/news?id=80251057d4c324168226c97414fc0fd5b24f961d46b39e24fcab298835e9ccae,MarketWatch
2025-03-31 15:58:15,"Is The Correction Over, Or Is There More To Come?",,https://finnhub.io/api/news?id=9effe8d6c5d62a99390023a0526f8bf4718673c142673cc57a4775a82ecfb109,SeekingAlpha
2025-03-31 15:44:41,Trump's April 2 Tariffs: Everything You Need To Know,"Discover how upcoming US tariffs could impact GDP, the S&P 500's key support level, and investment strategies amid economic uncertainty. Click for more.",https://finnhub.io/api/news?id=6273001e70208a7a051b8e3ba8827c1a2a67fd5c6e0e8d6295418fa519b82e92,SeekingAlpha
2025-03-31 09:00:00,BlackRock Advantage Large Cap Value Fund Q4 2024 Commentary,"The fund posted returns of -2.24%Â (Institutional shares) and -2.30%Â (Investor A shares, without sales charge) for the fourth quarter of 2024.",https://finnhub.io/api/news?id=742833e4e136e5538ec184717e1a5d3648b10ae237a9aa92e84d73739261e7f5,SeekingAlpha
2025-03-29 07:00:00,If I Could Only Choose 5 Dividend Stocks For My Retirement Portfolio,Focus on companies with strong balance sheets and sustainable dividends for retirement. See why these five stocks offer great risk-reward and growth potential.,https://finnhub.io/api/news?id=145e0f7fb23806abc83c98b9296e28c7bfc7eda2a36c9f8088da2a6eb2b96952,SeekingAlpha
2025-03-28 15:36:53,"Sirius XM: Down, But Not Out","Sirius XM remains a favorite of Buffett, despite potential pressure from an economic slowdown and ad market weakness in 2025. See what makes SIRI a strong buy.",https://finnhub.io/api/news?id=4fee692f7cca93a6c6bca7f43f9a97cf71cde9a499c517e2628e3ca967436ff2,SeekingAlpha
2025-03-28 06:54:33,Sirius XM: A Market-Beating Opportunity Backed By Buffett,,https://finnhub.io/api/news?id=d77e318ae0a5f440f302df821545ac9e4e508dea964ec3a80837ca1a4e5b1a4a,SeekingAlpha
2025-03-27 20:47:50,Tracking Cliff Asness' AQR Capital Management 13F Portfolio - Q4 2024 Update,"AQR Capital Management's portfolio grew to $77.63B with top stakes in Apple, Nvidia, Microsoft, Amazon and Alphabet. Read here for a portfolio update.",https://finnhub.io/api/news?id=0f9f76ea1dfc19d71fbc8d6eed19477e768ee0f4440a5d4f249cf95c4ca85f2c,SeekingAlpha
2025-03-26 18:23:07,"Berkshire Hathaway: Never Or Later, But Not Now (Rating Downgrade)","Discover why Berkshire Hathaway Inc. is a top choice with strong fundamentals, resilient returns, and Buffett's expertise. Click for my BRK.B update.",https://finnhub.io/api/news?id=19c090e68018a99a4d8ca087d93d3869d63cf55e9ba78e0564cedd3aee1cd0ef,SeekingAlpha
2025-03-26 18:00:00,"Strategically Building A $100,000 Dividend Portfolio For Attractive Income And Strong Risk-Adjusted Returns",The Dividend Income Accelerator Portfolio focuses on financially healthy companies with strong balance sheets. Check out the recent additions to the portfolio.,https://finnhub.io/api/news?id=ce462cc0e5b7f820a511093e525334e1bca7d2a89963f65cc3b58e557cad4636,SeekingAlpha
2025-03-26 17:20:28,Why LVMH Below €600/Share Is A Bargain,LVMH offers long-term growth potential despite short-term challenges.,https://finnhub.io/api/news?id=c8f55dd13e690853ee20dc3c4627aa4310529003cb07fb1eb38efaeef2e18e39,SeekingAlpha
2025-03-26 13:15:00,Putnam Core Equity Fund Q4 2024 Commentary,"Putnam Core Equity Fund performed in line with the benchmark for the quarter, navigating periods of heightened volatility and various style regimes. Read more here.",https://finnhub.io/api/news?id=88bee20f5c591692d51e4202c07a94094b18d06adfebfe0a859eeeccc6ddf5df,SeekingAlpha
2025-03-26 09:17:00,Meet the Mutual Fund That Created $1 Trillion in Value for Investors,Meet the Mutual Fund That Created $1 Trillion in Value for Investors,https://finnhub.io/api/news?id=dc1cc885676488aa448f51ee41ebf517bcb169cd82411fcca4e87c4fa44abc3b,MarketWatch
2025-03-25 17:59:00,Billionaire’s Fund Offers Cheap Play on Berkshire Hathaway,Billionaire’s Fund Offers Cheap Play on Berkshire Hathaway,https://finnhub.io/api/news?id=92ef2da191a96da10b598b4b8e65b4473874fac7eeb17f904d5b336fe9978a26,MarketWatch
