datetime,headline,summary,url,source,sentiment,confidence,date,score,source_weight,weighted_score
2025-04-11 16:43:33,"Trump tariffs: Corona maker CEO weighs in on aluminum can and wine levies, immigration",Constellation Brands CEO Bill Newlands warns of the impact to his company's business from the Trump administration's policies.,https://finnhub.io/api/news?id=f5d2a653dc78e5a205dfde733c76ee01eb1defab6b4d3c979e59be4244f2a590,Yahoo,positive,0.5487,2025-04-11,1,1.0,1.0
2025-04-11 16:43:33,Corona and Modelo maker's CEO: Trump policies are impacting beer sales,Constellation Brands CEO Bill Newlands warns of the impact to his company's business from the Trump administration's policies.,https://finnhub.io/api/news?id=9b7f208d38cecee0b912d398d8f2526d4ed6f109900d5b156c1132e0e1e16432,Yahoo,neutral,0.9248,2025-04-11,0,1.0,0.0
2025-04-11 14:15:00,2 Warren Buffett Stocks to Buy Hand Over Fist in April,"In times of uncertainty, investors turn to areas of relative certainty, and one such area is Warren Buffett's mastery of investing when others are fearful.  Consequently, it makes sense to look into what Buffett is holding in his Berkshire Hathaway (NYSE: BRK.A) (NYSE: BRK.B) investment portfolio.  If you want to gain market exposure at such a challenging time, why not buy into Berkshire Hathaway stock and let Buffett carry the strain while you wait for more certainty on the fallout from the tariff escalations?",https://finnhub.io/api/news?id=b72ddee0d4040f3417c7e0dbddc96c6c4c0e0cbe680c5297c11aad95fb02715e,Yahoo,positive,0.7445,2025-04-11,1,1.0,1.0
2025-04-11 13:40:14,Are Consumer Staples Stocks Lagging  Coca-Cola Europacific Partners (CCEP) This Year?,Here is how Coca-Cola European (CCEP) and Pilgrim's Pride (PPC) have performed compared to their sector so far this year.,https://finnhub.io/api/news?id=5173e288ad3a314f70770507e9caa91c2ab4689cdb376a52c95ec3ee73c1fe98,Yahoo,neutral,0.917,2025-04-11,0,1.0,0.0
2025-04-11 12:40:02,Why Wall Street's biggest bear isn't budging on his calls after Trump tariff pause,A bearish call that is staying in place.,https://finnhub.io/api/news?id=6d5593a59112625f9f977074ed57a44cdadbce77cfe3a500c1ecc088cc25b824,Yahoo,positive,0.8671,2025-04-11,1,1.0,1.0
2025-04-11 08:15:00,Warning For SCHD Investors: Tariffs Are A Major Risk,"The Schwab U.S. Dividend Equity ETF typically offers stability, yet global trade tensions could expose its vulnerabilities. Find out why SCHD is rated hold.",https://finnhub.io/api/news?id=ce64faef5d8491da1826cf994e1f689a332e53ea257d21af991eb4bc2a897c0c,SeekingAlpha,neutral,0.6839,2025-04-11,0,1.2,0.0
2025-04-10 21:45:13,Coca-Cola (KO) Rises As Market Takes a Dip: Key Facts,"In the closing of the recent trading day, Coca-Cola (KO) stood at $70.76, denoting a +1.16% change from the preceding trading day.",https://finnhub.io/api/news?id=fda193fff73389387b596462dedf1eae72fe2c6fca23aa46e501b16877b9df35,Yahoo,negative,0.5851,2025-04-10,-1,1.0,-1.0
2025-04-10 12:18:47,"Procter & Gamble was the target of EU antitrust probe alongside Coca-Cola bottlers, Bloomberg reports","The European Commission had conducted inspections at the premises of companies active in the non-alcoholic drinks sector and had also quizzed an unidentified personal care company in March over concerns of possible curbs on the trade of goods across Europe and carving up markets.  EU officials have sent over a questionnaire to P&G and are collecting evidence from competitors and customers, the Bloomberg report said.  No formal allegations have been made against Procter & Gamble.",https://finnhub.io/api/news?id=c49cfe35e2a061380e592c7102549bdcdfa843fdfbaa2b36e0cd9b40dbea509f,Yahoo,neutral,0.7298,2025-04-10,0,1.0,0.0
2025-04-10 11:53:00,Why Dividend Stocks Like Coca-Cola and Caterpillar Are the Ones to Buy in Periods of Market Turmoil,Why Dividend Stocks Like Coca-Cola and Caterpillar Are the Ones to Buy in Periods of Market Turmoil,https://finnhub.io/api/news?id=29ece8568972f43afb22c2d2466dbf189733cf76544b67b79f82ec1e9b21048c,MarketWatch,positive,0.9296,2025-04-10,1,1.0,1.0
2025-04-10 10:39:00,Harbor Dividend Growth Leaders ETF Q4 2024 Commentary,,https://finnhub.io/api/news?id=4e4e7ace0952f54374a9a311db1fd617812c541c75ac31706ebafdbff6f351a3,SeekingAlpha,negative,0.839,2025-04-10,-1,1.2,-1.2
2025-04-10 02:30:00,Why Dividend Stocks Are the Ones to Buy in Periods of Turmoil,Why Dividend Stocks Are the Ones to Buy in Periods of Turmoil,https://finnhub.io/api/news?id=7cb9403108564881f7b6d019c2262379a615eaf1801876df0056f5c76fcdcc29,MarketWatch,positive,0.9175,2025-04-10,1,1.0,1.0
