datetime,headline,summary,url,source,sentiment,confidence
2025-04-07 11:12:09,J&J’s psoriatic arthritis therapy trial meets endpoints,The trial involved biologic-naïve subjects who had not responded adequately to standard therapies.,https://finnhub.io/api/news?id=d067fa015d1d667e29b308fe1b16f7e8429e177736dee6d37e7d5159aa60117c,Yahoo,positive,0.8518
2025-04-07 10:46:00,"Dow's 675-point fall led by losses for Nike, Home Depot shares","Dow's 675-point fall led by losses for Nike, Home Depot shares",https://finnhub.io/api/news?id=21f7e6db04ac2d0313d5eedcd1de78dd786ff5d88ff8f33f73f9d760c1bf6583,MarketWatch,neutral,0.9439
2025-04-07 09:27:05,Book Review: 'No More Tears' scrutinizes the legacy of health giant Johnson & Johnson,"Health care giant Johnson & Johnson is one of the most well-known and respected brands, and its response to the 1982 tampering of Tylenol bottles that killed seven people is held up in business...",https://finnhub.io/api/news?id=93347a5e560eae703295e92a4c6f301380453a9b7cad9121d99dc4ac17b9e247,Finnhub,positive,0.8782
2025-04-07 08:00:00,ClearBridge Small Cap Growth Strategy Q1 2025 Commentary,,https://finnhub.io/api/news?id=0d05ee80576887f8a527e6fc394b8892dec4c03a3e0052f0f59e58bc6ee0b379,SeekingAlpha,positive,0.8695
2025-04-07 07:03:15,Johnson & Johnson - TREMFYA is the first and only IL-23 inhibitor to significantly reduce both the signs and symptoms and the progression of structural damage in adults living with active psoriatic arthritis,SPRING HOUSE - Johnson & Johnson today announced that the TREMFYA Phase 3b APEX study achieved both its primary endpoint of reducing signs and symptoms and its major secondary endpoint of reducing...,https://finnhub.io/api/news?id=558d01e114dcdcaafaade42cf2f1496d96fde0df6af51d4fc736ebb2c947d1de,Finnhub,negative,0.8516
2025-04-05 19:00:00,Tariffs Stoke Fears That Hung Debt Will Return,"(Bloomberg) -- Deals in leveraged finance have stalled, and markets have been upended, raising the possibility that banks might once again get stuck with debt they’ve committed for acquisitions.Most Read from BloombergHousing Agency Aims to Relocate Its DC HeadquartersLocal Governments Vie for Fired Federal WorkersMetro-North Is Faster Than Acela on NYC-New Haven Route After Signal UpdatesWhat Would ‘Transportation Abundance’ Look Like?Hochul Says Trump’s Tariffs Are Already Hurting New York Eco",https://finnhub.io/api/news?id=dcdf8afa08c74dfb7bc324925a7e4269a01e0ba35515a963fc3095e192cb5781,Yahoo,neutral,0.9151
2025-04-05 08:14:13,"Janux Therapeutics: Buying For The Promising Pipeline, Holding For The Buyout",,https://finnhub.io/api/news?id=5819a095f5ce7ff62af0002f01ef824941e9b6f627ef88cbc30cd37e023de276,SeekingAlpha,positive,0.6097
2025-04-05 08:00:00,"5 Relatively Secure And Cheap Dividend Stocks, Yields Up To 8% (April 2025)","We discuss five discounted, large-cap dividend stocks for stable growth and income. Read here for our filtering process for top DGI picks.",https://finnhub.io/api/news?id=a6d9de19c396701d482892fc3ddcb18bd7765e7a83f5a8f9f7304c93cdc7cd9a,SeekingAlpha,negative,0.8449
2025-04-04 18:35:30,Johnson & Johnson's Tremfya Shows Efficacy In Late-Stage Psoriatic Arthritis Study,Johnson & Johnson (NYSE:JNJ) on Friday announced topline results from Phase 3b APEX study of Tremfya (guselkumab) in patients with active psoriatic arthritis (PsA) who are biologic naïve and have had an inadequate response to standard therapies. The study achieved its primary endpoint (ACR20a) of reducing signs and symptoms and its major secondary endpoint of reducing progression of structural damage as measured by radiographic progression at 24 weeks compared to placebo. In the Phase 3b APEX st,https://finnhub.io/api/news?id=9756afccad576fc1bfcb5910d2497e3a27cd42db0cd2b38571531b7ccb284e42,Yahoo,negative,0.9248
2025-04-04 13:04:00,The Zacks Analyst Blog Highlights Johnson & Johnson and Pfizer,Johnson & Johnson and Pfizer are part of the Zacks top Analyst Blog,https://finnhub.io/api/news?id=ae246bbde822dc8bf43585c2f475d490ec308d940338bb60f74d2d50bd966320,Yahoo,positive,0.935
2025-04-04 13:01:12,"1 Ideal Buy From 23 ""Safer"" April Dividend Dogs In 50 Fortune World's Most Admired Companies (FWMAC)",Discover top investment opportunities: Fortune 50 highlights admired companies with strong dividends. Read the full list of stock picks here on Seeking Alpha.,https://finnhub.io/api/news?id=32d998c2fae31ad28c34ec6e39c3013ff821c16b7608d3c185838636ef8c20c7,SeekingAlpha,positive,0.6212
2025-04-04 12:05:00,TREMFYA® (guselkumab) is the first and only IL-23 inhibitor to significantly reduce both the signs and symptoms and the progression of structural damage in adults living with active psoriatic arthritis,"Johnson & Johnson (NYSE: JNJ) today announced that the TREMFYA® (guselkumab) Phase 3b APEX study achieved both its primary endpoint (ACR20a) of reducing signs and symptoms and its major secondary endpoint of reducing progression of structural damage as measured by radiographic progression at 24 weeks, in adults living with active psoriatic arthritis (PsA), compared to placebo.1",https://finnhub.io/api/news?id=591b464416746009a30079dc6d65477f1ae2b357040db7b5929ed3507e8f3033,Yahoo,negative,0.8795
2025-04-04 11:21:32,Johnson & Johnson Global Survey Reveals Confidence in AI and Medical Technology to Address Personalized Needs of the Aging Population and Alleviate Burnout Among Healthcare Professionals,"New Brunswick, NJ. - With the global population over 60 expected to double by 2050, the healthcare industry faces significant challenges, increasing the need for specialized care for age-related...",https://finnhub.io/api/news?id=4f47268a25763dd137fca74782d4cd529f9d780ea6d94f15f64bd7c088744ed9,Finnhub,negative,0.9402
2025-04-04 07:00:28,Nanobiotix SA (NBTX) Q4 2024 Earnings Call Highlights: Strategic Advances Amid Financial Challenges,"Despite a significant net loss, Nanobiotix SA (NBTX) extends its cash runway and strengthens its partnership with Johnson & Johnson.",https://finnhub.io/api/news?id=92305d924239b9e03779e0dd93437d580b8952aa9bf3a8a504af7fe46dba722d,Yahoo,negative,0.9299
2025-04-03 19:39:07,FDA delay on Novavax vaccine approval could be bellwether for vaccine sector: BofAS,"The FDA was supposed to make a final decision about approval of Novavax's COVID-19 vaccine this week, but that deadline has passed with no clarity on when the decision will move forward again.",https://finnhub.io/api/news?id=5b68a6a0d1e4e6384f95ff881555072a0e5c2882dc631d987b355559b8100ded,Yahoo,positive,0.5785
2025-04-03 18:43:00,"Potatoes, discount chains and drugmakers offer havens in stock-market bloodbath","Potatoes, discount chains and drugmakers offer havens in stock-market bloodbath",https://finnhub.io/api/news?id=f57ab0882a5b1d37612cb12eb44e395004096d9025d533fa7641bd6e86d9b6ca,MarketWatch,neutral,0.8124
2025-04-03 17:57:31,​RxSight: Navigating Market Headwinds Amid Intensifying Competition (Downgrade),RxSight faces revenue decline and rising competition in the IOL market. Explore the impacts of economic uncertainties and why a Hold rating is suggested.,https://finnhub.io/api/news?id=82a3d3d456888286cbb20484ca10ef374b428a10201c646b1aa669881f554304,SeekingAlpha,neutral,0.9099
2025-04-03 14:30:22,"Pharma Stocks Aren't in the Clear, Despite Tariff Exemption—Heard on the Street","Big pharmaceutical stocks mostly rose after President Trump’s executive order exempted medicines from new tariffs. Merck, Bristol-Myers Squibb, and Johnson & Johnson were among the top performers in the S&P 500, with the sector also benefiting from its status as a defensive play.",https://finnhub.io/api/news?id=dafc455d6b043cbaeb717724b5933eb6ce4e53e22c177f5a35f7c74bc43607e6,Yahoo,neutral,0.5785
2025-04-03 13:59:00,JNJ vs. PFE: Which Drug Giant is a Better Buy Now?,Both JNJ & PFE expect their sales and profits to improve in 2025.,https://finnhub.io/api/news?id=577f8440ee8c4800f3fbc99d3e2c2f84078fbcc5869748e44935a4ea9da8042e,Yahoo,positive,0.8579
2025-04-03 09:16:25,J&J: putting AI to work for seniors and caregivers,"With the world's population over 60 expected to double by 2050, the healthcare sector needs to step up specialist care for age-related conditions. At the same time, physician burnout remains a major...",https://finnhub.io/api/news?id=1cce23c3fb26cd863c98dbbbb86e2c259f7dfd0b3a1e800bca9ddbfba209d44b,Finnhub,positive,0.8697
2025-04-02 22:15:00,Worried About the Economy? 2 No-Brainer Buys to Shield Your Portfolio.,"The Nasdaq Composite (NASDAQINDEX: ^IXIC) and the S&P 500 (SNPINDEX: ^GSPC) sank, shifting in and out of correction territory in the first quarter of the year for one big reason: investors have been worried about the economy.  President Donald Trump is putting tariffs on imports, and economists predict this could lead to higher inflation and a slowdown in growth.  Healthcare companies, for example, may excel since people need their medicines or procedures regardless of the economic backdrop.",https://finnhub.io/api/news?id=b11b5cfefe54fe5c4fe7c7c8061dd61cde67d7c4e60ff6ec91cbdf35bed0594b,Yahoo,positive,0.8379
2025-04-02 22:03:35,Big Pharma Avoids Worst-Case Tariff Scenario,"Drugmakers breathed a sigh of relief Wednesday after President Trump didn’t announce pharmaceutical tariffs.  Plus, language in the executive order indicated medicines were exempted from the reciprocal tariffs that Trump did announce.  Drugmakers were combing over the executive order to clarify the exemption language in the executive order and to make sure they won’t be hit by any other tariff provisions, such as the 10% “baseline” tariff.",https://finnhub.io/api/news?id=e56792421f40cd13cbd5b94e4465a2bf24427e7b41aded3c7608a2d37bd75b9a,Yahoo,positive,0.5406
2025-04-02 21:45:15,Johnson & Johnson (JNJ) Exceeds Market Returns: Some Facts to Consider,"The latest trading day saw Johnson & Johnson (JNJ) settling at $155.36, representing a +1.38% change from its previous close.",https://finnhub.io/api/news?id=e29d90b0b839e5cc3a58889106638c4e9bcbac8c1cf9a375130c6727c2e20927,Yahoo,positive,0.9309
2025-04-02 19:59:19,Sector Update: Health Care Stocks Advance in Late Afternoon Trading,"Health care stocks rose late Wednesday afternoon, with the NYSE Health Care Index up 0.4% and the He",https://finnhub.io/api/news?id=173b47b7ec6c269ba32a94c52feb5263b6316d13b722a459235f073f25184151,Yahoo,negative,0.5419
2025-04-02 15:35:40,GSK: Under Threat From 'Double Whammy' Of Vaccine Skepticism And Pharma Tariffs,Explore how U.S. tariffs and vaccine skepticism may impact GSK plc's profitability. Click for my update as tariffs are creating turbulence within the Pharma sector.,https://finnhub.io/api/news?id=8b5a6872f622707437bfacf7a3abc3b4bc02308d2cfdcb04e542ed4d09e9bd4b,SeekingAlpha,neutral,0.9602
2025-04-02 13:50:00,"Dow's 115-point rally led by gains for Goldman Sachs, Amazon.com Inc. stocks","Dow's 115-point rally led by gains for Goldman Sachs, Amazon.com Inc. stocks",https://finnhub.io/api/news?id=21803cd693484d4c9f4cf02fd33326152e0f47b43694659cabd9512b0a318f89,MarketWatch,negative,0.8957
2025-04-02 13:44:25,What's next for Johnson and Johnson after third failed attempt to settle talc laws,"Investing.com -- U.S. Bankruptcy Court Judge Christopher Lopez in the Southern District of Texas rejected a request from Johnson & Johnson's (NYSE:JNJ) subsidiary, Red River Talc, to approve its prepackaged bankruptcy plan.",https://finnhub.io/api/news?id=d6c8ce10d822bcd01fb7feac847ba705afea688ae6ef717237b74695d1a69fc1,Yahoo,positive,0.8754
2025-04-02 13:00:08,Why Investors Need to Take Advantage of These 2 Medical Stocks Now,Investors looking for ways to find stocks that are set to beat quarterly earnings estimates should check out the Zacks Earnings ESP.,https://finnhub.io/api/news?id=fbf07e20289e4278acd6778a8f898025df03a81d8f16fee26f4d06095dd53573,Yahoo,positive,0.9202
2025-04-02 12:56:06,Morning Movers: Johnson & Johnson slips after rejection of Talc case settlement,"Stock index futures are experiencing early declines amid investor apprehension surrounding President Donald Trump’s impending “Liberation Day” tariffs, set to be introduced tomorrow. In the commodities market, gold prices have surged to new record highs as investors seek safe-haven assets amid escalating trade tensions. Spot gold briefly surpassed $3,170 per ounce, highlighting the prevailing market anxiety. ​Meanwhile, oil prices have exhibited modest gains. Investors are closely monitoring dev",https://finnhub.io/api/news?id=0fe6e6b4bc20a25c9ba568b91b4716fbecb7ed324947527ea56c5bd84e9b3e10,Yahoo,neutral,0.9653
2025-04-02 12:44:00,"Johnson & Johnson Closes Landmark Intra-Cellular Therapies, Inc. Acquisition to Solidify Neuroscience Leadership","NEW BRUNSWICK, N.J., April 02, 2025--Johnson & Johnson (NYSE: JNJ) today announced it has completed its acquisition of Intra-Cellular Therapies, Inc. Intra-Cellular Therapies is now part of Johnson & Johnson and will operate as a business unit within Johnson & Johnson Innovative Medicine.",https://finnhub.io/api/news?id=e990279925aac6c7adc63c98e031af112f42befe3d1569ac48ded58d8dd414bc,Yahoo,negative,0.5659
2025-04-02 11:21:00,"Goldman Sachs, Johnson & Johnson share gains contribute to Dow's nearly 125-point jump","Goldman Sachs, Johnson & Johnson share gains contribute to Dow's nearly 125-point jump",https://finnhub.io/api/news?id=669f9caacf9d054d907d1d8aa97d244be4c920fcbec0058fae145b9cfb54c0fe,MarketWatch,negative,0.925
2025-04-02 10:35:33,Johnson & Johnson Expects Lower Earnings Impact From Intra-Cellular Therapies Acquisition,Johnson & Johnson (JNJ) expects its pending acquisition of Intra-Cellular Therapies (ITCI) to have a,https://finnhub.io/api/news?id=ff46b1aab5eab09f15c1f68ee546344aeee25fd428c82429ae4531343b87eee8,Yahoo,neutral,0.7906
2025-04-02 09:41:14,"Trending tickers: Tesla, Johnson & Johnson, CoreWeave, Newsmax and Raspberry Pi",The latest investor updates on stocks that are trending on Wednesday.,https://finnhub.io/api/news?id=7df74f9acfb8cb98459bcb013fcedf07bd1896e6e30e1921f04c41a816108a36,Yahoo,positive,0.9469
2025-04-02 08:19:00,"Stock Market News For Apr 2, 2025",Wall Street closed mixed on Tuesday to finish the first trading day of second-quarter 2025 after a choppy session.,https://finnhub.io/api/news?id=93924807f172dccc1bec5b089b3d919fbc2115ab00cf03f1cd676763f4a72099,Yahoo,positive,0.922
2025-04-02 07:30:00,3 Wide-Moat Dividend Stars For A Championship Portfolio,,https://finnhub.io/api/news?id=f0031775d786a034c935b78b14c00a1196b03f5d3fff00e4483f4e703d9525ea,SeekingAlpha,positive,0.7018
2025-04-02 02:45:41,Watch These Johnson & Johnson Levels as Stock Plunges After Judge Rejects Talc Settlement,Johnson & Johnson shares tumbled Tuesday to lead S&P 500 decliners after the health care giant failed to reach a settlement in liability cases related to its baby powder and other talc products. Monitor these key chart levels.,https://finnhub.io/api/news?id=47043a379ca2efec2f1a18c86572c59fc8100e4510e2c7cbd21da8b38e899ada,Yahoo,neutral,0.9191
2025-04-02 00:10:00,Lord Abbett Affiliated Fund Q4 2024 Commentary,"The Fund returned 0.07% reflecting performance at the net asset value of Class I shares with all distributions reinvested for the quarter ended September 30, 2024.",https://finnhub.io/api/news?id=34fcbc832900af9ec3ffc7cc0967bc2183304e0d3b2ae4b0d7f90f6adcdb2610,SeekingAlpha,positive,0.9216
2025-04-01 21:06:02,S&P 500 Gains & Losses Today: Johnson & Johnson Drops as Judge Rejects Liability Settlement,"The S&P 500 edged 0.4% higher on Tuesday, April 1, ahead of Wednesday's anticipated rollout of reciprocal tariffs by Donald Trump's administration.",https://finnhub.io/api/news?id=df4f122f105911d371f75008b8dd229ebd0f04fa1d11f30d2c4ce5bfff0a0565,Yahoo,neutral,0.9607
2025-04-01 20:48:47,"Hims & Hers adds Eli Lilly GLP-1 drugs, Johnson & Johnson setback","Yahoo Finance Senior Reporter Anjalee Khemlani joins Market Domination to discuss some of the top stories of the trading day, including Johnson & Johnson's (JNJ) setback in its litigation. Additionally, Hims & Hers (HIMS) expanded its offerings, adding Eli Lilly's (LLY) GLP-1 drugs to its telehealth platform, following its earlier partnership with Novo Nordisk. To watch more expert insights and analysis on the latest market action, check out more Market Domination here.",https://finnhub.io/api/news?id=16c699b332de57394a58b8070aba6ae3a3bec745ff109be2aa73ba7125a2e757,Yahoo,positive,0.788
2025-04-01 20:06:00,Johnson & Johnson Announces Expected Closing Date for Intra-Cellular Acquisition,"NEW BRUNSWICK, N.J., April 01, 2025--Johnson & Johnson (NYSE: JNJ) today announced that following the approval of its pending acquisition of Intra-Cellular Therapies, Inc. by Intra-Cellular Therapies’ shareholders on March 27, 2025, Johnson & Johnson intends to complete its acquisition of Intra-Cellular Therapies on or around April 2, 2025.",https://finnhub.io/api/news?id=2f216126ca22988d0a8ef10c48bdbb75b6eba9dea21c4e2b29a68c23391d4d1c,Yahoo,positive,0.9231
2025-04-01 19:50:15,Equity Markets Mixed Amid Weak Manufacturing Data,"US benchmark equity indexes are on track to close mixed on Tuesday, as March US manufacturing data s",https://finnhub.io/api/news?id=6bb359bf6c20a58a2f461aa914fc735aed484a9e2137883ae93f181fd9e2f33d,Yahoo,neutral,0.96
2025-04-01 19:33:15,"Stocks to Watch Recap: J&J, Xiaomi, PVH, XPeng",↗️ Newsmax (NMAX): The media company's shares rose sharply for a second straight day after a wild stock-market debut. The stock rose 179% on the day to close at $233. ↘️ Johnson & Johnson (JNJ): A judge dismissed J&J's third attempt to resolve its mass talcum powder liabilities through chapter 11 bankruptcy.,https://finnhub.io/api/news?id=ac986e31a245f3fb4e9340ad1df315a2c1df17cc897702c453ab8dd611620543,Yahoo,positive,0.9354
2025-04-01 18:38:12,Why Johnson & Johnson Stock Is Sinking Today,"Shares of Johnson & Johnson (NYSE: JNJ) are tumbling on Tuesday.  The drop comes as the S&P 500 and Nasdaq Composite were down 0.4% and 0.1%, respectively.  A bankruptcy judge in Texas dismissed J&J's latest attempt to settle thousands of lawsuits that allege its baby powder and other talc-based products caused ovarian cancer.",https://finnhub.io/api/news?id=d13e60485572ef5ddbe50a10287c2b4a1b96a97cb07ff639bd674bb8cb88e5e3,Yahoo,neutral,0.8673
2025-04-01 18:03:49,Sector Update: Health Care Stocks Fall Tuesday Afternoon,Health care stocks fell Tuesday afternoon with the NYSE Health Care Index dropping 1.4% and the Heal,https://finnhub.io/api/news?id=f1eb9dde75653d6da26fc2bc425cd91f6bba42b1aaf95fa56ab1f0262dbd7a8c,Yahoo,neutral,0.9732
2025-04-01 17:19:00,Health Care Down as J&J Slides -- Health Care Roundup,Health Care Down as J&J Slides -- Health Care Roundup,https://finnhub.io/api/news?id=8246471ca1d5db09e945a05bcbe196d7311b6c33d0377465a7fabb5992e32771,MarketWatch,neutral,0.8973
2025-04-01 17:12:10,Johnson & Johnson's Third Attempt at Talc Bankruptcy Plan Rejected,"A Texas judge rejected J&J's third attempt to use bankruptcy to settle talc lawsuits, forcing litigation.",https://finnhub.io/api/news?id=9403ac990964928f4f2a3d9bd808d9f7c012d27b1d263c581af0dc4ba156265b,Yahoo,positive,0.8525
2025-04-01 17:05:30,"FDA clears Bolt Medical’s IVL system, backing Boston Scientific’s $664m buyout",The intravascular lithotripsy market has undergone high growth trailblazed by J&J subsidiary Shockwave Medical.,https://finnhub.io/api/news?id=97882ec59f886dd92856d986867aa4d9f9bd733ce831c4e4bc3eae6459a9bd38,Yahoo,negative,0.9009
2025-04-01 16:47:03,J&J Stock Slumps as Company Fails to Settle Talc Cases,"Johnson & Johnson shares fell Tuesday, after the company said a judge rejected its proposed plan to settle thousands of claims alleging its baby powder and other talc products cause ovarian cancer.",https://finnhub.io/api/news?id=2084fb6d0579c3e6efb5d39761b4d27e283cc750a78cc781ab02a90c46f87cfc,Yahoo,neutral,0.962
2025-04-01 16:45:37,Johnson & Johnson Stock Falls After Judge Rejects Bankruptcy Strategy,"Federal Judge Blocks J&J Bankruptcy Plan, Shares Slide",https://finnhub.io/api/news?id=c48a034ddf5760aebe4cb492cc7c247e95671d1d64a34d264075cf6f78daf136,Yahoo,neutral,0.9528
2025-04-01 16:25:19,Why Johnson & Johnson (JNJ) Shares Are Falling Today,Shares of multinational healthcare company Johnson & Johnson (NYSE:JNJ) fell 5.6% in the morning session after a judge in Texas rejected the company's third attempt to use bankruptcy as a legal shield against lawsuits alleging its talcum powder products caused ovarian cancer.,https://finnhub.io/api/news?id=34504a7afec65424ab89e1986ddfd5c726e13eb32aef3a5ee621bd1eed8f1b76,Yahoo,neutral,0.9648
2025-04-01 16:10:11,Can Johnson & Johnson (JNJ) Keep the Earnings Surprise Streak Alive?,Johnson & Johnson (JNJ) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,https://finnhub.io/api/news?id=9ba4163f080ba448849efabc5ad9618b39fdafb7ded7064ff5dcc056697ab571,Yahoo,positive,0.6608
2025-04-01 16:01:19,J&J Dives After Judge Tosses Out $10 Billion Talc-Based Bankruptcy Plan,J&J Dives After Judge Tosses Out $10 Billion Talc-Based Bankruptcy Plan,https://finnhub.io/api/news?id=e4a9abf3d5880d82c3ca2db2881a83c9d5ce9c506c0eac2735d2a3fa866fe4c8,DowJones,neutral,0.9532
2025-04-01 15:53:41,Judge rejects J&J’s $9bn talc settlement for third time,J&J will now reallocate $7bn of funds previously set aside for the bankruptcy resolution.,https://finnhub.io/api/news?id=11d1fa12ac06e4211e8310638266416f50bd19898bdb46fa8cd7c4fb17560442,Yahoo,neutral,0.9191
2025-04-01 15:44:37,"Reshoring efforts in US FMCG business begins, but cost increases are likely",J&J's example is likely to be replicated across FMCG industries as US businesses seek to balance their globalised supply chains with a domestic US capability.,https://finnhub.io/api/news?id=f1bf4d9a19976192093663b220257031ee9c255a46d0dcdee6e42736cda7ef4f,Yahoo,negative,0.9507
2025-04-01 15:38:47,Top Midday Stories: Ford US Sales Fall 1.3% Year Over Year in Q1; Judge Denies Johnson & Johnson Unit's Bankruptcy Plan,"The Dow Jones Industrial Average and S&P 500 Index were down in late-morning trading Tuesday, while",https://finnhub.io/api/news?id=23be9af856ca0c3f60581c5a19e98260974caec8d29fc84da1e8b6af6992d23d,Yahoo,neutral,0.9724
2025-04-01 15:30:00,"Dow falls nearly 150 points on losses for Johnson & Johnson, Merck shares","Dow falls nearly 150 points on losses for Johnson & Johnson, Merck shares",https://finnhub.io/api/news?id=c9d70736961831c69fccafebef0832d2e0f9e5e864e8e345b889072023cf7e19,MarketWatch,neutral,0.9574
2025-04-01 15:19:12,"Lucid, Johnson & Johnson, PVH: Market Minute","Madison Mills outlines the top stories of the day as part of Tuesday morning's Market Minute, including Lucid Group (LCID) gaining market share from Tesla (TSLA), Johnson & Johnson's (JNJ) bankruptcy case, and PVH's (PVH) stronger-than-expected outlook. Stay up to date on the latest market action, minute-by-minute, with Yahoo Finance's Market Minute.",https://finnhub.io/api/news?id=71718d94f462f6bf93325c649212ae3ccb8ac60b7a9318660cefa9b38836a33f,Yahoo,positive,0.9337
2025-04-01 15:09:56,Judge rejects Johnson & Johnson's talc settlement,J&J's attempt to finally settle the ongoing talc lawsuits hit a new speed bump Tuesday when a bankruptcy judge denied the company's attempt to resolve the litigation.,https://finnhub.io/api/news?id=bfa5c46334d70d950424f1042b1b5805a3c0978098454c2343446991d7caee09,Yahoo,neutral,0.8637
